[14, 9, 10, 11, 16, 1, 15, 13]
[6, 18, 19, 5, 13, 11, 16, 4]
[2, 11, 16, 4, 10, 17, 0, 19]
[10, 9, 11, 20, 15, 8, 19, 18]
[13, 0, 11, 15, 8, 2, 7, 14]
[5, 20, 10, 13, 4, 2, 17, 7]
[5, 11, 18, 13, 10, 8, 3, 1]
[0, 9, 13, 12, 19, 7, 20, 17]
[17, 14, 7, 1, 10, 5, 13, 15]
[7, 11, 15, 20, 16, 17, 12, 0]
[3, 15, 6, 17, 20, 16, 1, 10]
[14, 8, 0, 19, 2, 6, 16, 3]
[7, 19, 18, 8, 12, 5, 4, 17]
[12, 1, 16, 4, 9, 2, 14, 17]
[1, 5, 20, 4, 9, 11, 7, 15]
[2, 17, 10, 1, 9, 15, 12, 16]
[11, 4, 7, 2, 15, 0, 6, 18]
[1, 10, 15, 18, 14, 20, 17, 11]
[3, 20, 10, 8, 19, 14, 0, 15]
[18, 11, 10, 0, 16, 13, 7, 12]
[18, 20, 10, 15, 9, 14, 19, 11]
[0, 9, 18, 1, 19, 5, 13, 3]
