[13, 20, 4, 15, 17, 10, 5, 2]
[6, 2, 11, 18, 12, 9, 7, 17]
[10, 13, 5, 7, 2, 4, 6, 19]
[7, 17, 10, 9, 2, 15, 14, 20]
[2, 18, 17, 16, 20, 6, 0, 12]
[10, 12, 16, 13, 2, 20, 15, 4]
[7, 1, 9, 2, 16, 3, 14, 18]
[4, 17, 19, 6, 9, 18, 8, 12]
[9, 17, 3, 12, 5, 20, 7, 16]
[19, 0, 20, 8, 3, 7, 12, 15]
[11, 12, 13, 17, 15, 3, 0, 1]
[9, 13, 1, 7, 5, 4, 11, 15]
[0, 16, 19, 17, 14, 15, 5, 2]
[15, 5, 9, 20, 11, 0, 14, 19]
[0, 19, 17, 7, 1, 16, 20, 3]
[0, 14, 1, 11, 20, 19, 6, 5]
[12, 0, 9, 3, 8, 5, 15, 18]
[2, 16, 4, 9, 5, 13, 8, 1]
[9, 3, 4, 0, 7, 11, 6, 10]
[14, 5, 4, 15, 1, 20, 12, 13]
[17, 16, 13, 0, 6, 3, 12, 10]
[11, 7, 20, 12, 10, 0, 4, 19]
[20, 13, 19, 6, 7, 0, 15, 10]
[7, 10, 12, 1, 14, 0, 13, 19]
[7, 8, 4, 20, 0, 2, 17, 18]
[7, 15, 3, 1, 9, 16, 2, 11]
[17, 2, 12, 20, 5, 16, 7, 19]
[10, 11, 3, 9, 18, 6, 17, 1]
[9, 3, 4, 15, 20, 11, 16, 10]
[17, 3, 19, 1, 10, 11, 14, 9]
[19, 0, 3, 8, 7, 4, 18, 11]
[12, 2, 5, 7, 20, 0, 4, 16]
[16, 5, 2, 18, 14, 11, 3, 19]
[9, 15, 8, 12, 7, 18, 1, 16]
[16, 15, 6, 1, 11, 12, 4, 8]
[10, 20, 11, 16, 3, 1, 4, 0]
[6, 17, 4, 9, 14, 7, 12, 2]
[6, 11, 12, 1, 0, 5, 13, 10]
[9, 18, 13, 1, 3, 2, 20, 6]
[18, 0, 17, 6, 8, 15, 12, 20]
[20, 8, 0, 2, 15, 12, 11, 10]
[10, 18, 19, 16, 5, 15, 9, 7]
[15, 5, 6, 1, 9, 4, 19, 2]
[4, 3, 10, 20, 16, 12, 8, 19]
[5, 8, 3, 9, 4, 20, 16, 7]
[0, 20, 1, 11, 12, 10, 9, 19]
[11, 15, 0, 5, 10, 7, 3, 9]
[12, 20, 9, 14, 5, 3, 6, 8]
[19, 2, 8, 10, 5, 6, 18, 3]
[3, 15, 1, 4, 10, 20, 8, 0]
[0, 10, 14, 20, 5, 15, 8, 19]
[7, 4, 16, 3, 20, 8, 1, 6]
[15, 1, 6, 12, 4, 20, 9, 8]
[7, 13, 20, 11, 6, 1, 9, 19]
[10, 0, 14, 18, 15, 1, 13, 7]
[16, 4, 10, 17, 9, 6, 14, 18]
[17, 3, 1, 6, 10, 13, 15, 9]
[12, 13, 3, 6, 8, 14, 1, 18]
[10, 6, 16, 19, 7, 17, 11, 15]
[12, 0, 13, 6, 18, 4, 19, 20]
[8, 3, 10, 0, 11, 13, 1, 4]
[0, 8, 19, 2, 1, 11, 4, 13]
[10, 20, 1, 5, 12, 17, 16, 2]
[9, 10, 4, 17, 6, 12, 5, 3]
[5, 3, 1, 16, 18, 11, 13, 10]
[13, 4, 19, 10, 12, 1, 5, 6]
[19, 7, 12, 4, 17, 5, 1, 11]
[0, 15, 18, 7, 5, 20, 4, 10]
[7, 20, 3, 4, 0, 10, 9, 1]
[16, 11, 4, 19, 13, 3, 12, 20]
[7, 18, 9, 8, 12, 10, 4, 17]
[4, 19, 11, 5, 20, 12, 1, 0]
[6, 14, 15, 17, 2, 8, 11, 10]
[18, 6, 16, 10, 5, 1, 8, 12]
[7, 18, 8, 17, 13, 15, 12, 19]
[1, 3, 8, 20, 16, 13, 10, 4]
[17, 3, 12, 0, 4, 1, 10, 19]
[4, 20, 17, 3, 2, 6, 11, 14]
[15, 17, 2, 20, 7, 12, 4, 5]
[14, 8, 12, 13, 5, 1, 7, 2]
[2, 9, 15, 7, 0, 10, 1, 16]
[2, 9, 15, 7, 11, 12, 14, 17]
[0, 11, 3, 7, 10, 1, 13, 19]
[19, 6, 4, 20, 7, 13, 0, 14]
[20, 5, 6, 2, 14, 15, 11, 17]
[19, 0, 7, 8, 13, 2, 9, 16]
[15, 10, 12, 16, 1, 8, 20, 11]
[12, 5, 1, 15, 0, 19, 20, 17]
[9, 13, 10, 4, 15, 17, 20, 12]
[14, 18, 10, 17, 7, 5, 9, 3]
[11, 2, 6, 5, 20, 16, 3, 17]
[19, 12, 20, 17, 6, 4, 5, 10]
[3, 4, 13, 7, 6, 16, 10, 0]
[1, 17, 7, 8, 14, 16, 5, 15]
[0, 18, 5, 20, 7, 9, 3, 11]
[14, 12, 5, 17, 18, 11, 16, 6]
[2, 6, 5, 11, 20, 18, 15, 3]
[7, 20, 10, 5, 3, 1, 17, 12]
