[2, 19, 14, 0, 18, 9, 3, 20]
[13, 4, 15, 12, 7, 9, 18, 10]
[7, 14, 18, 1, 11, 16, 3, 15]
[11, 9, 10, 4, 15, 19, 14, 20]
[20, 16, 4, 6, 9, 5, 3, 11]
[0, 6, 13, 10, 8, 16, 14, 18]
[8, 13, 0, 2, 7, 4, 18, 16]
[16, 8, 19, 20, 17, 6, 12, 14]
[9, 10, 5, 14, 4, 11, 0, 20]
[19, 5, 3, 10, 15, 0, 18, 13]
[2, 3, 0, 12, 15, 4, 6, 7]
[11, 2, 6, 10, 1, 12, 9, 20]
[9, 1, 15, 14, 16, 2, 20, 18]
[20, 5, 16, 17, 7, 15, 0, 9]
[13, 2, 0, 1, 10, 18, 19, 4]
[19, 4, 18, 11, 0, 20, 8, 5]
[16, 5, 15, 19, 12, 1, 0, 9]
[13, 10, 19, 2, 3, 12, 20, 17]
[10, 14, 8, 13, 9, 7, 0, 1]
[8, 15, 19, 6, 7, 16, 13, 5]
[8, 1, 10, 0, 14, 4, 17, 19]
[7, 15, 14, 0, 13, 9, 11, 3]
[1, 3, 14, 9, 17, 10, 16, 6]
[4, 11, 17, 8, 1, 15, 20, 0]
[2, 3, 12, 15, 20, 16, 8, 0]
[14, 13, 6, 3, 17, 0, 2, 18]
[11, 0, 1, 19, 16, 7, 10, 8]
[0, 14, 12, 15, 16, 7, 4, 11]
[6, 8, 5, 16, 10, 12, 4, 13]
[11, 19, 10, 12, 2, 16, 6, 8]
[0, 2, 19, 5, 20, 4, 12, 11]
[6, 4, 20, 12, 7, 18, 9, 17]
[12, 7, 15, 9, 3, 16, 5, 13]
[8, 4, 10, 18, 14, 6, 11, 2]
[4, 13, 14, 5, 1, 12, 18, 15]
[9, 3, 17, 14, 4, 2, 11, 7]
[15, 19, 8, 14, 5, 12, 10, 4]
[4, 1, 9, 2, 7, 8, 3, 18]
[13, 7, 17, 16, 20, 4, 5, 12]
[0, 15, 13, 10, 18, 4, 3, 9]
[11, 8, 14, 5, 17, 10, 13, 19]
[20, 4, 10, 8, 16, 12, 7, 5]
[2, 18, 1, 7, 16, 10, 20, 15]
[7, 20, 3, 11, 5, 16, 10, 13]
[15, 1, 19, 12, 11, 2, 10, 7]
[6, 0, 14, 1, 16, 17, 13, 9]
[12, 5, 20, 3, 16, 17, 11, 6]
[19, 20, 14, 6, 16, 17, 11, 10]
[4, 18, 13, 9, 14, 19, 10, 15]
[3, 1, 16, 14, 5, 10, 15, 12]
[16, 6, 4, 19, 11, 10, 3, 9]
[1, 14, 6, 15, 2, 3, 18, 20]
[9, 10, 15, 11, 18, 4, 7, 13]
[4, 11, 20, 15, 14, 12, 18, 2]
[19, 10, 9, 12, 5, 14, 0, 18]
[3, 11, 12, 15, 17, 2, 6, 20]
[0, 13, 20, 4, 3, 5, 6, 1]
[13, 3, 8, 6, 7, 4, 11, 2]
[0, 8, 17, 4, 18, 1, 12, 7]
[20, 3, 0, 12, 18, 16, 13, 1]
[16, 10, 8, 7, 1, 2, 6, 0]
[10, 19, 3, 9, 6, 16, 11, 20]
[3, 15, 19, 20, 2, 10, 1, 4]
[9, 6, 15, 3, 8, 7, 20, 5]
[19, 10, 20, 12, 11, 5, 16, 3]
[12, 15, 4, 16, 10, 18, 3, 14]
[11, 10, 4, 20, 17, 18, 0, 12]
[3, 7, 20, 9, 2, 12, 5, 13]
[0, 9, 20, 7, 4, 1, 16, 14]
[16, 20, 7, 3, 17, 6, 5, 2]
[12, 5, 6, 16, 15, 8, 4, 18]
[6, 11, 15, 8, 19, 9, 7, 3]
[9, 15, 2, 3, 13, 4, 12, 10]
[2, 5, 9, 4, 15, 6, 12, 14]
[0, 8, 4, 15, 10, 5, 14, 6]
[6, 4, 18, 20, 11, 14, 13, 0]
[4, 20, 8, 13, 11, 17, 15, 12]
[11, 9, 3, 20, 5, 8, 13, 4]
[20, 4, 16, 8, 17, 0, 10, 9]
[9, 15, 4, 6, 14, 17, 18, 0]
[9, 11, 20, 8, 0, 10, 14, 3]
[9, 13, 2, 5, 16, 12, 10, 15]
[10, 2, 4, 11, 13, 18, 8, 9]
[18, 8, 3, 11, 7, 13, 14, 9]
[12, 8, 20, 7, 6, 9, 16, 17]
[13, 11, 12, 5, 0, 20, 4, 2]
[2, 16, 17, 0, 4, 20, 19, 14]
[14, 6, 10, 15, 13, 8, 9, 0]
[0, 16, 3, 5, 20, 8, 19, 12]
[14, 10, 3, 1, 15, 5, 20, 13]
[15, 11, 14, 9, 5, 2, 10, 13]
[16, 20, 4, 11, 14, 12, 15, 8]
[6, 9, 17, 19, 5, 10, 14, 12]
[17, 14, 19, 5, 2, 8, 0, 3]
[17, 6, 13, 16, 2, 14, 3, 7]
[2, 9, 17, 1, 10, 13, 3, 20]
[1, 6, 17, 11, 16, 10, 13, 5]
[1, 3, 18, 15, 14, 11, 12, 4]
[10, 3, 8, 13, 20, 11, 6, 9]
