[8, 13, 20, 19, 14, 1, 7, 9]
[17, 19, 0, 11, 20, 18, 5, 8]
[11, 6, 3, 7, 12, 10, 2, 20]
[6, 0, 12, 18, 20, 3, 7, 13]
[3, 14, 0, 11, 2, 20, 6, 15]
[0, 8, 11, 15, 7, 13, 6, 2]
[6, 3, 18, 9, 8, 0, 5, 19]
[8, 14, 1, 7, 12, 5, 6, 4]
[10, 8, 4, 7, 9, 14, 0, 12]
[14, 2, 7, 3, 9, 8, 5, 19]
[9, 1, 2, 7, 0, 11, 6, 20]
[7, 11, 3, 8, 14, 19, 5, 2]
[4, 6, 2, 8, 7, 19, 1, 15]
[5, 4, 12, 17, 0, 9, 8, 2]
[6, 11, 20, 5, 8, 17, 12, 2]
[3, 13, 11, 0, 8, 15, 4, 5]
[11, 3, 4, 18, 0, 7, 12, 5]
[14, 19, 2, 16, 7, 17, 9, 5]
[9, 15, 16, 20, 12, 13, 4, 7]
[16, 10, 1, 9, 14, 3, 7, 0]
[1, 0, 3, 12, 9, 15, 4, 17]
[0, 2, 8, 20, 4, 1, 12, 7]
[8, 15, 5, 4, 2, 0, 3, 1]
[19, 10, 5, 7, 9, 11, 6, 3]
[0, 3, 19, 12, 13, 9, 2, 16]
[2, 12, 4, 11, 0, 6, 17, 14]
[11, 20, 9, 6, 4, 0, 7, 12]
[5, 13, 14, 1, 4, 11, 3, 15]
[8, 7, 12, 5, 10, 4, 6, 20]
[17, 5, 18, 2, 20, 7, 14, 6]
[19, 1, 20, 10, 0, 11, 17, 16]
[8, 15, 10, 17, 19, 12, 20, 5]
[3, 16, 11, 7, 4, 5, 14, 6]
[11, 12, 1, 4, 5, 6, 10, 20]
[18, 14, 7, 17, 16, 5, 19, 11]
[7, 18, 19, 11, 17, 20, 14, 5]
[18, 11, 9, 7, 10, 14, 2, 20]
[17, 1, 9, 8, 16, 5, 19, 13]
[9, 18, 16, 20, 0, 2, 7, 1]
[19, 17, 3, 6, 18, 0, 8, 20]
[7, 18, 6, 19, 2, 12, 8, 17]
[2, 15, 5, 1, 14, 3, 13, 10]
[5, 6, 12, 9, 0, 19, 10, 17]
[5, 3, 11, 4, 15, 12, 18, 8]
[0, 13, 16, 14, 2, 20, 9, 19]
[20, 18, 19, 15, 14, 2, 13, 7]
[0, 7, 9, 16, 8, 10, 15, 2]
[19, 11, 12, 16, 14, 4, 18, 9]
[19, 12, 16, 8, 15, 20, 5, 6]
[3, 6, 13, 14, 8, 4, 1, 12]
[18, 17, 6, 10, 1, 5, 2, 16]
[6, 5, 18, 13, 14, 1, 12, 11]
[13, 17, 4, 0, 10, 14, 18, 3]
[8, 7, 3, 10, 0, 16, 18, 6]
[14, 3, 10, 20, 1, 9, 4, 19]
[3, 2, 0, 4, 19, 15, 12, 10]
[18, 7, 17, 1, 16, 11, 12, 19]
[5, 7, 15, 13, 12, 20, 14, 10]
[6, 1, 15, 11, 18, 2, 12, 13]
[16, 17, 9, 20, 15, 1, 0, 8]
[9, 12, 3, 10, 16, 1, 5, 6]
[7, 18, 10, 16, 13, 3, 19, 4]
[8, 16, 1, 18, 13, 2, 19, 15]
[18, 17, 19, 20, 12, 2, 8, 6]
[10, 12, 14, 13, 20, 18, 1, 7]
[19, 0, 8, 13, 16, 14, 1, 6]
[11, 0, 5, 9, 1, 4, 2, 16]
[10, 4, 2, 9, 0, 18, 6, 15]
[3, 19, 18, 14, 0, 2, 17, 10]
[18, 1, 5, 10, 12, 17, 15, 11]
[14, 5, 13, 9, 0, 1, 2, 15]
[16, 15, 6, 5, 4, 0, 14, 13]
[12, 9, 17, 15, 5, 2, 1, 20]
[5, 11, 6, 9, 18, 4, 0, 17]
[20, 5, 1, 10, 4, 0, 2, 17]
[17, 4, 9, 1, 6, 3, 16, 18]
[16, 10, 6, 1, 2, 14, 20, 17]
[7, 20, 15, 9, 5, 13, 3, 17]
[5, 1, 14, 12, 11, 3, 18, 7]
[14, 18, 16, 0, 19, 4, 8, 20]
[7, 20, 1, 11, 4, 9, 16, 17]
[4, 16, 5, 3, 2, 0, 11, 1]
[20, 17, 4, 10, 15, 18, 6, 2]
[16, 1, 17, 2, 3, 9, 4, 13]
[0, 17, 7, 16, 12, 4, 19, 20]
[15, 1, 3, 19, 18, 13, 0, 20]
[3, 8, 13, 17, 5, 4, 15, 20]
[7, 9, 19, 8, 11, 2, 6, 20]
[19, 10, 11, 9, 17, 6, 20, 3]
[6, 13, 3, 7, 19, 11, 18, 16]
[1, 17, 11, 5, 18, 8, 20, 6]
[14, 13, 6, 10, 3, 2, 20, 16]
[8, 9, 1, 0, 15, 7, 11, 16]
[18, 14, 10, 0, 17, 16, 5, 4]
[5, 11, 3, 19, 4, 1, 17, 7]
[1, 5, 19, 8, 15, 11, 7, 2]
[16, 4, 11, 19, 10, 8, 14, 9]
[17, 3, 4, 19, 16, 20, 11, 8]
[20, 0, 3, 4, 13, 11, 18, 6]
[19, 15, 13, 20, 0, 17, 14, 8]
