[16, 10, 14, 13, 20, 8, 6, 0]
[17, 4, 10, 0, 19, 9, 6, 14]
[2, 11, 5, 19, 14, 6, 0, 7]
[4, 10, 5, 6, 8, 0, 20, 3]
[14, 6, 0, 18, 13, 9, 16, 20]
[17, 14, 19, 1, 6, 10, 0, 7]
[4, 11, 18, 2, 1, 12, 14, 5]
[2, 9, 3, 12, 16, 7, 20, 5]
[10, 0, 16, 9, 8, 13, 20, 7]
[2, 0, 11, 5, 18, 10, 19, 17]
[20, 18, 3, 15, 9, 13, 11, 7]
[5, 11, 7, 17, 2, 14, 12, 9]
[20, 3, 8, 6, 1, 2, 10, 5]
[5, 0, 4, 9, 12, 2, 6, 13]
[17, 6, 15, 3, 20, 4, 2, 19]
[20, 11, 8, 14, 15, 12, 6, 13]
[8, 18, 0, 5, 14, 1, 7, 16]
[10, 4, 13, 20, 7, 3, 17, 19]
[9, 20, 0, 6, 3, 10, 11, 4]
[4, 7, 14, 19, 8, 5, 20, 13]
[19, 6, 1, 3, 2, 16, 10, 13]
[6, 7, 0, 18, 4, 17, 13, 12]
[18, 0, 10, 6, 16, 12, 3, 4]
[15, 7, 9, 10, 8, 11, 17, 1]
[20, 13, 5, 18, 9, 14, 2, 1]
[4, 19, 18, 11, 15, 13, 3, 9]
[15, 13, 8, 1, 12, 17, 16, 20]
[10, 14, 19, 3, 13, 0, 9, 4]
[0, 20, 8, 17, 13, 19, 5, 1]
[15, 0, 9, 10, 13, 6, 11, 7]
[12, 11, 14, 18, 8, 20, 17, 6]
[15, 5, 11, 19, 6, 10, 20, 9]
[19, 2, 10, 12, 18, 14, 4, 1]
[14, 19, 1, 7, 11, 3, 10, 12]
[5, 10, 8, 18, 4, 14, 0, 16]
[20, 1, 17, 6, 7, 0, 2, 4]
[19, 16, 7, 3, 1, 17, 15, 14]
[0, 20, 10, 14, 2, 7, 8, 4]
[1, 20, 10, 16, 11, 9, 8, 15]
[1, 2, 0, 20, 13, 11, 17, 7]
[0, 13, 5, 17, 19, 4, 16, 8]
[8, 15, 2, 10, 20, 4, 9, 16]
[3, 20, 19, 5, 6, 16, 17, 7]
[8, 11, 10, 0, 17, 9, 6, 19]
[14, 6, 0, 7, 11, 1, 13, 4]
[10, 4, 13, 3, 19, 12, 15, 2]
[4, 16, 0, 1, 8, 5, 15, 14]
[2, 9, 1, 14, 13, 19, 4, 0]
[16, 14, 18, 10, 12, 5, 9, 3]
[16, 7, 11, 5, 13, 20, 9, 10]
[12, 4, 1, 9, 13, 10, 8, 0]
[14, 7, 6, 12, 0, 1, 11, 18]
[3, 13, 18, 4, 17, 20, 0, 15]
[8, 3, 15, 11, 12, 7, 9, 1]
[20, 9, 8, 1, 19, 3, 14, 2]
[13, 15, 19, 11, 8, 12, 10, 6]
[1, 0, 19, 2, 16, 8, 20, 5]
[15, 10, 12, 0, 1, 6, 5, 16]
[1, 17, 0, 18, 4, 20, 7, 16]
[17, 8, 1, 12, 6, 15, 19, 16]
[18, 20, 12, 8, 1, 15, 19, 6]
[18, 2, 0, 17, 5, 12, 20, 14]
[18, 6, 11, 19, 1, 2, 14, 15]
[0, 20, 12, 6, 15, 3, 1, 19]
[17, 3, 18, 13, 1, 8, 0, 6]
[16, 1, 0, 17, 11, 9, 4, 12]
[15, 6, 14, 16, 10, 20, 11, 9]
[12, 14, 5, 15, 17, 0, 11, 1]
[14, 5, 18, 7, 15, 16, 8, 4]
[12, 6, 10, 0, 8, 16, 17, 7]
[11, 7, 15, 8, 3, 20, 4, 16]
[6, 11, 20, 9, 2, 5, 3, 1]
[11, 13, 9, 5, 1, 8, 15, 3]
[14, 20, 0, 11, 4, 9, 5, 17]
[15, 18, 17, 11, 2, 4, 14, 16]
[15, 9, 18, 5, 16, 7, 10, 1]
[3, 0, 6, 15, 14, 20, 19, 17]
[0, 19, 16, 6, 8, 2, 1, 5]
[20, 5, 6, 11, 4, 8, 3, 16]
[5, 3, 13, 10, 4, 14, 0, 6]
[8, 10, 12, 15, 9, 11, 0, 16]
[6, 14, 15, 20, 19, 7, 13, 11]
[12, 17, 7, 13, 19, 9, 4, 15]
[10, 8, 7, 6, 1, 20, 14, 2]
[7, 9, 2, 18, 5, 19, 11, 1]
[19, 9, 20, 5, 0, 7, 2, 16]
[20, 19, 12, 4, 6, 2, 11, 15]
[2, 14, 20, 7, 10, 6, 13, 18]
[3, 20, 17, 8, 13, 7, 6, 12]
[13, 12, 4, 0, 1, 8, 9, 15]
[0, 6, 5, 19, 3, 15, 20, 16]
[17, 10, 6, 8, 15, 14, 20, 9]
[16, 18, 3, 4, 14, 13, 15, 12]
[16, 8, 11, 6, 19, 4, 0, 13]
[4, 7, 17, 0, 8, 1, 6, 15]
[5, 14, 19, 20, 0, 18, 4, 9]
